row,check_number,session_start
2509,6108,06:00:00
2510,2947,14:00:00
2511,45,21:00:00
2512,9732,23:42:00
2513,350,06:15:00
2514,849,15:30:00
2515,2334,22:30:00
2516,5105,15:34:00
2517,9138,15:30:00
2518,9741,15:30:00
2519,8494,14:00:00
2520,2976,22:30:00
2521,211,15:00:00
2522,6255,14:15:00
2523,9646,22:15:00
2524,787,08:42:00
2525,2275,07:00:00
2526,8243,07:30:00
2527,8118,15:30:00
2528,8206,14:00:00
2529,2706,08:42:00
2530,4458,15:34:00
2531,1499,15:30:00
2532,216,06:15:00
2533,4677,15:34:00
2534,7727,07:00:00
2535,6665,08:42:00
2536,9322,07:00:00
2537,6873,21:00:00
2538,7167,15:34:00
2539,2760,15:00:00
2540,3593,06:00:00
2541,340,21:00:00
2542,8982,07:00:00
2543,1666,15:34:00
2544,8422,22:15:00
2545,4006,22:30:00
2546,2221,22:15:00
2547,4952,14:15:00
2548,3891,14:15:00
2549,5086,21:00:00
2550,8947,14:00:00
2551,6484,14:00:00
2552,9712,15:00:00
2553,9973,06:00:00
2554,9757,06:15:00
2555,7645,07:30:00
2556,8489,14:15:00
2557,9342,21:00:00
2558,2890,14:15:00
2559,3473,22:30:00
2560,9411,07:30:00
2561,8707,14:15:00
2562,4017,23:42:00
2563,4289,22:30:00
2564,606,06:15:00
2565,6512,15:34:00
2566,953,07:30:00
2567,5779,22:30:00
2568,9517,14:00:00
2569,2966,15:00:00
2570,8390,15:30:00
2571,189,22:15:00
2572,5026,21:00:00
2573,9611,06:15:00
2574,4007,08:42:00
2575,2200,21:00:00
2576,3303,15:30:00
2577,8306,15:00:00
2578,5687,15:00:00
2579,3034,21:00:00
2580,8806,23:42:00
2581,2093,22:15:00
2582,3610,15:34:00
2583,5798,21:00:00
2584,2166,06:15:00
2585,2348,14:00:00
2586,1676,07:00:00
2587,1150,15:00:00
2588,9642,14:00:00
2589,478,22:15:00
2590,8069,15:34:00
2591,563,22:15:00
2592,8588,08:42:00
2593,548,08:42:00
2594,3325,07:30:00
2595,1558,22:15:00
2596,5893,08:42:00
2597,7997,06:00:00
2598,3668,06:15:00
2599,3471,06:15:00
2600,2703,21:00:00
2601,6754,07:30:00
2602,7520,06:00:00
2603,1923,14:15:00
2604,6788,22:30:00
2605,756,15:34:00
2606,7845,15:00:00
2607,20,15:34:00
2608,4760,15:34:00
2609,6547,22:15:00
2610,7046,15:00:00
2611,6948,06:00:00
2612,9873,15:30:00
2613,1333,14:15:00
2614,3842,14:00:00
2615,9889,06:00:00
2616,1334,15:00:00
2617,2257,15:34:00
2618,9681,23:42:00
2619,4530,08:42:00
2620,4652,07:30:00
2621,969,15:30:00
2622,4356,06:15:00
2623,2043,21:00:00
2624,71,22:30:00
2625,3438,22:15:00
2626,9623,21:00:00
2627,8322,07:30:00
2628,6208,08:42:00
2629,1365,15:34:00
2630,3654,21:00:00
2631,1130,07:00:00
2632,8862,21:00:00
2633,525,06:00:00
2634,7779,14:15:00
2635,7119,22:15:00
2636,486,14:00:00
2637,411,21:00:00
2638,7356,08:42:00
2639,4966,07:30:00
2640,5152,22:30:00
2641,1949,08:42:00
2642,294,14:15:00
2643,755,21:00:00
2644,169,23:42:00
2645,6095,15:30:00
2646,1434,21:00:00
2647,371,15:34:00
2648,8343,21:00:00
2649,5267,08:42:00
2650,9942,22:30:00
2651,6150,22:15:00
2652,5330,23:42:00
2653,1481,22:30:00
2654,6315,15:30:00
2655,7786,22:15:00
2656,1131,15:30:00
2657,7668,07:30:00
2658,3346,21:00:00
2659,7019,15:00:00
2660,6740,06:00:00
2661,8392,23:42:00
2662,1225,22:15:00
2663,3932,22:30:00
2664,4949,07:30:00
2665,6711,22:15:00
2666,8161,14:00:00
2667,3129,14:15:00
2668,1328,22:15:00
2669,2427,07:00:00
2670,6191,15:30:00
2671,6113,07:00:00
2672,7611,07:00:00
2673,4315,22:30:00
2674,4432,22:30:00
2675,7171,14:15:00
2676,4494,21:00:00
2677,4980,22:30:00
2678,3561,14:00:00
2679,4195,06:15:00
2680,5154,14:00:00
2681,1311,14:00:00
2682,6834,21:00:00
2683,368,22:15:00
2684,7338,07:00:00
2685,3702,06:00:00
2686,777,08:42:00
2687,4710,15:34:00
2688,6625,07:30:00
2689,5964,08:42:00
2690,8026,14:15:00
2691,804,14:00:00
2692,9256,22:30:00
2693,1220,06:00:00
2694,959,22:15:00
2695,2148,06:15:00
2696,41,23:42:00
2697,9567,22:15:00
2698,7011,08:42:00
2699,3208,21:00:00
2700,6044,22:15:00
2701,1189,15:34:00
2702,192,21:00:00
2703,3851,22:30:00
2704,1175,06:15:00
2705,7990,15:30:00
2706,5690,07:30:00
2707,9051,14:00:00
2708,5341,14:15:00
2709,6254,14:15:00
2710,5556,22:30:00
2711,3009,15:00:00
2712,9254,22:30:00
2713,8734,22:30:00
2714,2597,07:30:00
2715,9726,08:42:00
2716,3124,14:00:00
2717,51,15:34:00
2718,6883,15:34:00
2719,2547,21:00:00
2720,7988,15:00:00
2721,9509,15:34:00
2722,462,15:30:00
2723,2376,07:00:00
2724,8131,15:30:00
2725,1937,23:42:00
2726,3996,15:34:00
2727,5155,06:00:00
2728,7237,14:00:00
2729,5054,15:34:00
2730,1900,06:15:00
2731,2181,22:30:00
2732,6440,06:00:00
2733,9575,14:00:00
2734,6716,22:30:00
2735,5364,15:34:00
2736,5331,15:34:00
2737,4905,08:42:00
2738,3218,07:00:00
2739,6056,07:30:00
2740,5468,06:00:00
2741,4839,22:30:00
2742,4449,15:34:00
2743,2751,22:15:00
2744,6594,22:15:00
2745,1693,21:00:00
2746,8156,06:00:00
2747,6052,07:00:00
2748,2487,06:15:00
2749,9931,07:00:00
2750,6936,07:30:00
2751,9950,06:15:00
2752,2263,06:15:00
2753,4629,15:00:00
2754,498,15:30:00
2755,485,15:30:00
2756,7056,23:42:00
2757,5199,15:00:00
2758,7350,06:00:00
2759,6894,07:30:00
2760,9541,14:00:00
2761,8245,07:30:00
2762,5819,14:15:00
2763,7775,15:00:00
2764,179,15:30:00
2765,6003,15:34:00
2766,5512,14:00:00
2767,6852,22:15:00
2768,2973,06:00:00
2769,9735,07:30:00
2770,6399,21:00:00
2771,3528,14:00:00
2772,9398,22:30:00
2773,6502,15:30:00
2774,2296,22:15:00
2775,7240,06:15:00
2776,2520,21:00:00
2777,6798,22:15:00
2778,1488,15:34:00
2779,402,23:42:00
2780,7590,23:42:00
2781,5183,14:00:00
2782,5072,15:30:00
2783,4453,23:42:00
2784,3949,15:34:00
2785,9067,14:00:00
2786,9683,21:00:00
2787,242,22:30:00
2788,7294,22:30:00
2789,2959,21:00:00
2790,7448,14:15:00
2791,8466,22:30:00
2792,817,06:00:00
2793,177,06:00:00
2794,509,15:30:00
2795,4679,15:34:00
2796,9463,14:00:00
2797,8448,06:00:00
2798,588,07:00:00
2799,9497,06:00:00
2800,9692,15:00:00
2801,3867,14:15:00
2802,7447,14:00:00
2803,1602,23:42:00
2804,586,06:15:00
2805,9152,06:15:00
2806,1369,08:42:00
2807,9230,21:00:00
2808,9697,15:30:00
2809,8605,21:00:00
2810,903,15:30:00
2811,6875,21:00:00
2812,482,15:00:00
2813,517,15:00:00
2814,7013,23:42:00
2815,549,14:00:00
2816,7479,14:00:00
2817,8192,06:15:00
2818,7894,21:00:00
2819,4747,06:15:00
2820,6235,08:42:00
2821,8941,21:00:00
2822,2403,14:00:00
2823,4455,21:00:00
2824,2659,07:30:00
2825,7036,06:15:00
2826,2456,07:00:00
2827,3656,23:42:00
2828,662,21:00:00
2829,8798,23:42:00
2830,4498,23:42:00
2831,9721,22:30:00
2832,7327,23:42:00
2833,5417,22:15:00
2834,4219,14:15:00
2835,2863,14:00:00
2836,1571,14:15:00
2837,8512,14:00:00
2838,1201,22:30:00
2839,4608,21:00:00
2840,1469,14:15:00
2841,1157,07:00:00
2842,4708,21:00:00
2843,7575,23:42:00
2844,8729,21:00:00
2845,4389,15:34:00
2846,6420,14:00:00
2847,8031,15:00:00
2848,3843,08:42:00
2849,7123,07:00:00
2850,4964,14:15:00
2851,9969,06:15:00
2852,5707,14:15:00
2853,6836,15:00:00
2854,7744,14:00:00
2855,2251,21:00:00
2856,1061,15:34:00
2857,3350,23:42:00
2858,8775,06:00:00
2859,7009,22:30:00
2860,4633,15:00:00
2861,6154,14:15:00
2862,820,22:30:00
2863,5190,22:30:00
2864,2848,07:00:00
2865,5549,07:00:00
2866,6924,06:00:00
2867,1072,22:30:00
2868,1213,08:42:00
2869,4408,15:00:00
2870,683,06:00:00
2871,4587,14:00:00
2872,8238,15:00:00
2873,4225,07:30:00
2874,6949,15:34:00
2875,4490,08:42:00
2876,1917,15:30:00
2877,3312,14:00:00
2878,5385,15:30:00
2879,6672,07:00:00
2880,5472,14:15:00
2881,4293,07:30:00
2882,4521,14:00:00
2883,5077,06:15:00
2884,742,15:34:00
2885,3731,15:34:00
2886,3820,15:30:00
2887,9890,06:15:00
2888,8738,06:15:00
2889,8864,06:15:00
2890,8,22:30:00
2891,3927,22:15:00
2892,3603,15:34:00
2893,9486,06:15:00
2894,215,06:15:00
2895,8796,15:30:00
2896,5738,21:00:00
2897,1160,07:00:00
2898,6698,06:15:00
2899,137,21:00:00
2900,6921,21:00:00
2901,7809,15:30:00
2902,74,15:30:00
2903,6662,22:30:00
2904,7465,23:42:00
2905,8062,22:30:00
2906,5925,22:15:00
2907,3761,22:15:00
2908,8092,06:15:00
2909,9621,06:00:00
2910,2923,15:00:00
2911,8568,14:00:00
2912,2446,21:00:00
2913,3586,21:00:00
2914,8770,15:34:00
2915,4658,22:30:00
2916,2816,22:30:00
2917,1162,15:34:00
2918,7292,22:15:00
2919,1568,08:42:00
2920,2454,15:34:00
2921,7313,07:30:00
2922,8680,23:42:00
2923,1560,07:30:00
2924,9055,22:30:00
2925,3559,21:00:00
2926,4207,15:30:00
2927,9883,07:30:00
2928,1413,15:00:00
2929,3571,06:15:00
2930,5808,22:15:00
2931,5439,15:34:00
2932,6968,22:15:00
2933,3309,22:30:00
2934,5612,15:34:00
2935,288,15:30:00
2936,490,08:42:00
2937,7978,22:15:00
2938,2216,06:00:00
2939,2448,08:42:00
2940,5353,07:30:00
2941,8602,06:15:00
2942,1410,22:15:00
2943,3888,07:00:00
2944,9556,21:00:00
2945,2484,21:00:00
2946,7582,15:30:00
2947,5485,07:30:00
2948,7037,07:00:00
2949,5740,22:15:00
2950,5027,22:30:00
2951,2136,06:00:00
2952,1417,15:00:00
2953,5461,22:15:00
2954,3743,22:30:00
2955,2858,22:30:00
2956,8800,14:15:00
2957,2301,15:30:00
2958,9704,14:15:00
2959,962,23:42:00
2960,1504,21:00:00
2961,5757,06:00:00
2962,4516,14:00:00
2963,1681,15:00:00
2964,5900,15:34:00
2965,4927,06:15:00
2966,3409,14:00:00
2967,6443,21:00:00
2968,946,22:15:00
2969,9982,06:15:00
2970,6299,23:42:00
2971,9754,14:15:00
2972,2255,08:42:00
2973,31,14:15:00
2974,8126,07:30:00
2975,9923,14:15:00
2976,1332,15:34:00
2977,5103,07:00:00
2978,4149,07:00:00
2979,6535,14:15:00
2980,9596,15:00:00
2981,9381,21:00:00
2982,4734,06:00:00
2983,6498,23:42:00
2984,218,07:30:00
2985,2937,14:00:00
2986,688,14:15:00
2987,2575,14:15:00
2988,2539,07:00:00
2989,7702,22:15:00
2990,7267,14:00:00
2991,3534,06:15:00
2992,9481,22:30:00
2993,5891,06:00:00
2994,7966,15:30:00
2995,6995,15:30:00
2996,4613,14:15:00
2997,1391,22:30:00
2998,5387,08:42:00
2999,2047,15:00:00
3000,1911,21:00:00
3001,1734,07:00:00
3002,2982,15:00:00
3003,28,07:30:00
3004,3080,14:15:00
3005,4534,15:30:00
3006,5441,14:00:00
3007,5688,15:00:00
3008,4814,15:30:00
3009,8819,07:00:00
3010,7521,15:34:00
3011,364,15:30:00
3012,6074,15:00:00
3013,391,14:15:00
3014,9770,22:15:00
3015,3779,21:00:00
3016,7832,21:00:00
3017,8201,06:15:00
3018,3589,15:00:00
3019,7724,07:00:00
3020,8793,07:00:00
3021,7426,21:00:00
3022,4510,15:30:00
3023,8190,15:30:00
3024,2984,21:00:00
3025,7329,21:00:00
3026,4944,21:00:00
3027,6489,07:30:00
3028,7606,14:15:00
3029,7561,23:42:00
3030,181,08:42:00
3031,9951,15:00:00
3032,8072,15:30:00
3033,2720,15:00:00
3034,5146,22:15:00
3035,3374,15:34:00
3036,9698,22:30:00
3037,4709,23:42:00
3038,3730,06:15:00
3039,2175,06:00:00
3040,911,08:42:00
3041,4423,15:34:00
3042,9341,23:42:00
3043,3061,07:00:00
3044,7576,22:15:00
3045,8214,07:00:00
3046,1617,14:15:00
3047,4407,08:42:00
3048,5568,06:00:00
3049,144,07:30:00
3050,3937,22:30:00
3051,7711,07:00:00
3052,1535,21:00:00
3053,5580,22:30:00
3054,2236,08:42:00
3055,8616,06:00:00
3056,8570,22:30:00
3057,722,22:15:00
3058,1236,21:00:00
3059,8152,23:42:00
3060,5592,08:42:00
3061,4681,23:42:00
3062,9665,07:30:00
3063,2569,14:15:00
3064,4965,06:15:00
3065,6326,23:42:00
3066,7058,21:00:00
3067,447,21:00:00
3068,3048,21:00:00
3069,856,08:42:00
3070,6267,15:00:00
3071,4527,08:42:00
3072,6286,14:00:00
3073,5593,22:15:00
3074,6999,21:00:00
3075,3855,14:00:00
3076,1053,22:15:00
3077,9149,22:30:00
3078,1770,21:00:00
3079,5545,14:15:00
3080,4945,06:00:00
3081,2434,15:00:00
3082,8795,07:30:00
3083,6307,06:00:00
3084,9864,15:34:00
3085,2795,15:30:00
3086,6092,22:15:00
3087,1727,07:00:00
3088,3033,06:00:00
3089,8380,21:00:00
3090,6313,15:00:00
3091,7222,06:00:00
3092,9324,14:15:00
3093,5725,23:42:00
3094,6217,15:30:00
3095,855,14:15:00
3096,2267,07:30:00
3097,984,15:34:00
3098,6832,21:00:00
3099,2626,06:15:00
3100,8000,21:00:00
3101,1106,15:00:00
3102,7719,15:00:00
3103,1530,15:34:00
3104,6727,22:15:00
3105,3093,15:00:00
3106,8898,15:34:00
3107,1620,22:15:00
3108,635,08:42:00
3109,2804,15:34:00
3110,7767,21:00:00
3111,4437,22:30:00
3112,4009,06:15:00
3113,5484,07:30:00
3114,4920,22:15:00
3115,8797,07:30:00
3116,3041,07:00:00
3117,7555,22:30:00
3118,1755,07:30:00
3119,3998,23:42:00
3120,2785,15:30:00
3121,3675,06:00:00
3122,5503,14:00:00
3123,3744,22:15:00
3124,4473,08:42:00
3125,9068,07:30:00
3126,5451,15:30:00
3127,2708,15:30:00
3128,7517,14:15:00
3129,5813,22:30:00
3130,8743,22:30:00
3131,9367,06:00:00
3132,8280,22:15:00
3133,3192,15:30:00
3134,2360,08:42:00
3135,2794,21:00:00
3136,2528,21:00:00
3137,5037,23:42:00
3138,270,15:34:00
3139,5487,21:00:00
3140,9974,15:00:00
3141,6224,23:42:00
3142,7287,22:30:00
3143,8255,21:00:00
3144,3106,15:30:00
3145,4785,06:15:00
3146,2967,06:00:00
3147,9491,21:00:00
3148,8437,15:30:00
3149,9569,06:00:00
3150,6114,22:30:00
3151,7349,06:00:00
3152,2407,15:34:00
3153,9699,06:00:00
3154,843,22:15:00
3155,1825,14:00:00
3156,6534,21:00:00
3157,4913,21:00:00
3158,2127,21:00:00
3159,3216,21:00:00
3160,2266,14:00:00
3161,1630,06:15:00
3162,9733,21:00:00
3163,1682,22:30:00
3164,7040,08:42:00
3165,1584,15:00:00
3166,1094,15:30:00
3167,3662,15:34:00
3168,6356,15:30:00
3169,4131,14:00:00
3170,9213,22:15:00
3171,6360,22:30:00
3172,5587,15:00:00
3173,2212,14:15:00
3174,8589,14:15:00
3175,3938,14:15:00
3176,6972,15:00:00
3177,9424,22:30:00
3178,417,07:00:00
3179,5631,21:00:00
3180,6569,22:15:00
3181,1572,06:15:00
3182,5887,23:42:00
3183,4108,22:30:00
3184,6523,07:00:00
3185,1543,21:00:00
3186,6141,08:42:00
3187,5657,22:15:00
3188,8932,07:30:00
3189,8337,14:15:00
3190,6201,21:00:00
3191,2504,06:00:00
3192,2680,23:42:00
3193,8652,14:00:00
3194,9662,21:00:00
3195,4769,06:00:00
3196,6998,14:00:00
3197,1814,06:00:00
3198,157,22:30:00
3199,7752,07:30:00
3200,8433,07:00:00
3201,3157,21:00:00
3202,3175,23:42:00
3203,4046,22:15:00
3204,9957,14:15:00
3205,207,21:00:00
3206,8273,21:00:00
3207,9327,15:00:00
3208,2038,22:30:00
3209,4322,06:00:00
3210,5845,07:00:00
3211,1981,07:00:00
3212,3957,23:42:00
3213,2831,06:00:00
3214,559,06:00:00
3215,4511,14:00:00
3216,7229,07:30:00
3217,9048,08:42:00
3218,6166,23:42:00
3219,3647,21:00:00
3220,7874,14:15:00
3221,5705,22:15:00
3222,7140,06:00:00
3223,2551,15:30:00
3224,8854,21:00:00
3225,2361,23:42:00
3226,3176,06:15:00
3227,2479,21:00:00
3228,7310,07:00:00
3229,8870,15:00:00
3230,5736,15:34:00
3231,1736,06:15:00
3232,6839,15:00:00
3233,570,15:34:00
3234,333,14:00:00
3235,8154,15:30:00
3236,9371,21:00:00
3237,117,23:42:00
3238,8688,15:34:00
3239,6623,07:00:00
3240,1739,15:00:00
3241,7640,23:42:00
3242,3387,14:15:00
3243,6728,15:30:00
3244,6202,22:15:00
3245,80,22:15:00
3246,646,06:00:00
3247,3018,22:30:00
3248,748,07:00:00
3249,680,15:34:00
3250,372,06:00:00
3251,7207,22:30:00
3252,143,21:00:00
3253,899,22:15:00
3254,4651,15:00:00
3255,7579,06:15:00
3256,4299,07:00:00
3257,4971,22:30:00
3258,7483,22:30:00
3259,4585,15:34:00
3260,61,21:00:00
3261,8419,07:00:00
3262,4514,14:15:00
3263,2579,22:15:00
3264,254,08:42:00
3265,678,06:00:00
3266,9231,06:00:00
3267,8317,23:42:00
3268,7956,06:15:00
3269,7781,21:00:00
3270,8822,07:30:00
3271,8711,07:00:00
3272,353,14:00:00
3273,3653,07:00:00
3274,7236,06:15:00
3275,3596,23:42:00
3276,7610,06:15:00
3277,3993,07:00:00
3278,9739,23:42:00
3279,9276,23:42:00
3280,8043,06:15:00
3281,4057,22:30:00
3282,5180,23:42:00
3283,7337,06:15:00
3284,8096,15:30:00
3285,7748,21:00:00
3286,1166,21:00:00
3287,4549,21:00:00
3288,5200,07:30:00
3289,5224,22:15:00
3290,203,23:42:00
3291,3845,06:15:00
3292,8363,15:30:00
3293,1087,14:15:00
3294,7813,06:15:00
3295,1565,07:00:00
3296,9705,15:00:00
3297,6971,15:34:00
3298,808,22:15:00
3299,8099,07:00:00
3300,6933,21:00:00
3301,1149,14:00:00
3302,3137,15:34:00
3303,1715,21:00:00
3304,9758,06:00:00
3305,9568,14:15:00
3306,1125,15:30:00
3307,6143,22:15:00
3308,1870,21:00:00
3309,4649,06:00:00
3310,1234,08:42:00
3311,6563,14:00:00
3312,2915,15:00:00
3313,5609,07:00:00
3314,3332,14:15:00
3315,3314,22:30:00
3316,696,23:42:00
3317,4582,07:00:00
3318,6753,06:00:00
3319,3583,14:00:00
3320,5031,07:00:00
3321,9927,21:00:00
3322,4799,06:15:00
3323,5872,21:00:00
3324,7836,06:15:00
3325,9192,06:15:00
3326,8801,22:30:00
3327,59,06:15:00
3328,5810,07:30:00
3329,5466,22:15:00
3330,8075,15:34:00
3331,7129,15:30:00
3332,5338,22:30:00
3333,6688,07:30:00
3334,2303,07:30:00
3335,3869,06:15:00
3336,3154,14:15:00
3337,4401,08:42:00
3338,5516,21:00:00
3339,6661,06:00:00
3340,1078,15:30:00
3341,6061,08:42:00
3342,9963,23:42:00
3343,8963,08:42:00
3344,214,15:34:00
3345,1056,22:15:00
3346,4074,15:34:00
3347,6758,22:15:00
3348,8323,21:00:00
3349,8935,15:00:00
3350,3609,07:30:00
3351,9897,06:15:00
3352,3066,14:15:00
3353,7855,21:00:00
3354,5309,14:00:00
3355,3289,21:00:00
3356,4459,22:30:00
3357,4134,14:15:00
3358,596,07:00:00
3359,1165,23:42:00
3360,6177,22:15:00
3361,3188,21:00:00
3362,7742,07:00:00
3363,4935,06:15:00
3364,4880,06:00:00
3365,8095,14:00:00
3366,1742,15:00:00
3367,8497,23:42:00
3368,6859,15:00:00
3369,3383,21:00:00
3370,5514,08:42:00
3371,935,21:00:00
3372,4032,15:30:00
3373,8853,15:00:00
3374,7605,07:30:00
3375,8360,21:00:00
3376,9602,21:00:00
3377,6872,14:15:00
3378,8222,15:30:00
3379,1967,14:00:00
3380,2709,06:00:00
3381,1751,22:30:00
3382,6895,21:00:00
3383,3002,21:00:00
3384,6987,07:00:00
3385,9349,06:15:00
3386,2249,06:15:00
3387,7103,07:30:00
3388,4822,07:30:00
3389,3492,08:42:00
3390,1582,08:42:00
3391,351,23:42:00
3392,5340,08:42:00
3393,2524,21:00:00
3394,7031,14:15:00
3395,6703,15:00:00
3396,8388,21:00:00
3397,2499,15:34:00
3398,7788,23:42:00
3399,6434,15:30:00
3400,1102,15:00:00
3401,7955,15:00:00
3402,5257,06:00:00
3403,7430,22:15:00
3404,5298,06:00:00
3405,2088,06:15:00
3406,7425,14:00:00
3407,8158,06:15:00
3408,9562,21:00:00
3409,8878,06:00:00
3410,4388,14:15:00
3411,9787,14:00:00
3412,3038,07:30:00
3413,3328,06:00:00
3414,4020,07:30:00
3415,7760,14:15:00
3416,796,15:00:00
3417,8159,21:00:00
3418,5520,21:00:00
3419,8938,15:30:00
3420,7597,15:00:00
3421,1427,22:15:00
3422,2028,21:00:00
3423,7791,15:34:00
3424,2442,07:30:00
3425,8115,22:30:00
3426,6991,23:42:00
3427,5504,15:34:00
3428,8779,07:30:00
3429,9156,22:15:00
3430,1562,06:00:00
3431,1143,22:30:00
3432,3602,14:15:00
3433,665,07:00:00
3434,8342,22:30:00
3435,3336,21:00:00
3436,2405,21:00:00
3437,3263,08:42:00
3438,2920,22:30:00
3439,9767,23:42:00
3440,2327,06:15:00
3441,4777,14:00:00
3442,5579,07:00:00
3443,531,23:42:00
3444,8339,07:30:00
3445,7344,15:00:00
3446,550,07:00:00
3447,5927,06:15:00
3448,1547,22:30:00
3449,4019,23:42:00
3450,6294,07:00:00
3451,4800,14:15:00
3452,8462,15:00:00
3453,3883,23:42:00
3454,3507,14:15:00
3455,7264,15:30:00
3456,9867,22:30:00
3457,3545,06:15:00
3458,4042,22:30:00
3459,2581,15:00:00
3460,5268,15:30:00
3461,7354,08:42:00
3462,6541,15:30:00
3463,2640,21:00:00
3464,4655,14:15:00
3465,2900,07:30:00
3466,9432,14:00:00
3467,5063,07:00:00
3468,1460,22:15:00
3469,1262,15:00:00
3470,9395,06:00:00
3471,6137,22:15:00
3472,8692,15:34:00
3473,9279,21:00:00
3474,6823,07:30:00
3475,9751,15:30:00
3476,6153,23:42:00
3477,6026,15:30:00
3478,5144,23:42:00
3479,3725,21:00:00
3480,2928,06:00:00
3481,9789,23:42:00
3482,9455,22:30:00
3483,1388,22:30:00
3484,8733,07:30:00
3485,7730,06:00:00
3486,9330,15:00:00
3487,1991,06:15:00
3488,9083,06:15:00
3489,69,07:30:00
3490,3220,23:42:00
3491,3748,22:30:00
3492,9116,14:15:00
3493,1905,15:34:00
3494,2048,14:00:00
3495,7118,22:30:00
3496,124,15:30:00
3497,8645,23:42:00
3498,7657,21:00:00
3499,7219,07:00:00
3500,5391,07:00:00
3501,8587,21:00:00
3502,3997,06:15:00
3503,6444,22:30:00
3504,5647,21:00:00
3505,1908,08:42:00
3506,8846,15:00:00
3507,3543,22:15:00
3508,4695,06:15:00
3509,553,07:00:00
3510,3294,15:30:00
3511,8855,07:00:00
3512,2385,15:00:00
3513,3569,14:15:00
3514,9938,15:30:00
3515,7998,14:15:00
3516,7029,21:00:00
3517,9768,06:00:00
3518,6751,15:00:00
3519,2447,14:00:00
3520,2981,15:34:00
3521,5198,08:42:00
3522,4094,07:00:00
3523,4978,06:15:00
3524,4745,23:42:00
3525,8429,21:00:00
3526,6677,15:00:00
3527,7082,06:15:00
3528,1807,22:30:00
3529,2470,06:00:00
3530,7288,15:30:00
3531,5507,22:15:00
3532,9108,22:30:00
3533,2220,08:42:00
3534,3140,07:30:00
3535,8695,07:00:00
3536,7161,07:00:00
3537,6260,23:42:00
3538,7309,06:00:00
3539,3264,07:30:00
3540,9840,22:15:00
3541,5510,15:34:00
3542,7876,15:00:00
3543,2620,23:42:00
3544,5941,15:34:00
3545,8531,22:15:00
3546,1252,14:00:00
3547,6863,22:30:00
3548,708,22:15:00
3549,8825,14:15:00
3550,1339,06:00:00
3551,5635,23:42:00
3552,4648,21:00:00
3553,7213,06:15:00
3554,3271,21:00:00
3555,9926,06:00:00
3556,5126,06:00:00
3557,2111,14:00:00
3558,9791,14:15:00
3559,741,22:30:00
3560,8960,22:15:00
3561,4512,14:15:00
3562,963,07:00:00
3563,8575,07:30:00
3564,7004,22:15:00
3565,9930,21:00:00
3566,2425,22:30:00
3567,1668,15:34:00
3568,5153,21:00:00
3569,1426,14:00:00
3570,3875,21:00:00
3571,2014,14:15:00
3572,6584,07:30:00
3573,6343,07:30:00
3574,3074,15:34:00
3575,1431,06:00:00
3576,5611,23:42:00
3577,8383,07:00:00
3578,7888,15:30:00
3579,8845,15:34:00
3580,6009,07:00:00
3581,7542,14:00:00
3582,1912,23:42:00
3583,6298,07:00:00
3584,2615,06:15:00
3585,4211,21:00:00
3586,992,14:00:00
3587,8976,14:15:00
3588,2634,08:42:00
3589,7529,06:00:00
3590,3239,15:34:00
3591,9391,15:00:00
3592,5567,08:42:00
3593,8762,22:30:00
3594,5454,07:30:00
3595,3051,21:00:00
3596,5506,06:00:00
3597,9610,14:15:00
3598,973,06:00:00
3599,8670,21:00:00
3600,516,06:15:00
3601,8200,21:00:00
3602,8890,06:15:00
3603,1513,15:34:00
3604,6180,07:00:00
3605,8944,22:15:00
3606,7808,06:15:00
3607,3164,14:00:00
3608,6935,07:30:00
3609,2228,08:42:00
3610,9649,21:00:00
3611,4456,23:42:00
3612,5621,06:15:00
3613,526,08:42:00
3614,3110,21:00:00
3615,3915,08:42:00
3616,5386,08:42:00
3617,9634,06:00:00
3618,8658,14:00:00
3619,6900,21:00:00
3620,3071,14:15:00
3621,2268,22:15:00
3622,3050,07:30:00
3623,9676,08:42:00
3624,6085,14:15:00
3625,1003,22:15:00
3626,4004,21:00:00
3627,8594,14:00:00
3628,6210,21:00:00
3629,8108,06:00:00
3630,343,22:15:00
3631,1136,21:00:00
3632,8526,08:42:00
3633,7899,15:34:00
3634,9052,22:15:00
3635,1187,23:42:00
3636,5994,15:30:00
3637,3890,15:00:00
3638,4202,21:00:00
3639,3616,21:00:00
3640,3633,22:15:00
3641,7926,15:00:00
3642,8517,15:00:00
3643,9001,07:00:00
3644,9155,14:00:00
3645,5142,07:30:00
3646,4976,21:00:00
3647,8617,21:00:00
3648,2546,22:30:00
3649,111,15:00:00
3650,6145,07:00:00
3651,8929,07:00:00
3652,9639,15:34:00
3653,4298,14:00:00
3654,2250,15:00:00
3655,3031,14:15:00
3656,5515,14:15:00
3657,5017,21:00:00
3658,3295,22:15:00
3659,5899,22:15:00
3660,4002,14:00:00
3661,6197,21:00:00
3662,1439,21:00:00
3663,5008,15:00:00
3664,5607,21:00:00
3665,2919,14:00:00
3666,424,15:00:00
3667,1758,15:30:00
3668,3158,14:00:00
3669,2695,23:42:00
3670,7273,21:00:00
3671,9906,15:30:00
3672,7320,23:42:00
3673,671,22:15:00
3674,7945,06:00:00
3675,6592,21:00:00
3676,7038,15:00:00
3677,4956,15:00:00
3678,5360,21:00:00
3679,1580,15:00:00
3680,3537,14:15:00
3681,1576,14:15:00
3682,4250,22:15:00
3683,1432,06:15:00
